time,currency,selling,buying,eff_buying,eff_selling
03-09-20_17:32,USD,7.4005,7.4748,7.3894,7.4972
03-09-20_17:32,USD,7.4005,7.4748,7.3894,7.4972
03-09-20_17:33,USD,7.4005,7.4748,7.3894,7.4972
03-09-20_17:33,USD,7.4005,7.4748,7.3894,7.4972
03-09-20_17:34,USD,7.4005,7.4748,7.3894,7.4972
03-09-20_17:34,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:35,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:35,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:36,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:36,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:37,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:37,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:38,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:38,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:39,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:39,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:40,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:40,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:41,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:41,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:42,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:42,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:43,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:43,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:44,USD,7.4015,7.4758,7.3904,7.4982
03-09-20_17:44,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:45,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:45,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:46,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:46,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:47,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:47,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:48,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:48,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:49,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:49,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:50,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:50,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:51,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:51,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:52,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:52,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:53,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:53,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:54,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:54,USD,7.399,7.4733,7.3879,7.4957
03-09-20_17:55,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:55,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:56,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:56,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:57,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:57,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:58,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:58,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:59,USD,7.4047,7.479,7.3936,7.5014
03-09-20_17:59,USD,7.4047,7.479,7.3936,7.5014
04-09-20_09:00,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:00,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:01,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:01,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:02,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:02,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:03,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:03,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:04,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:04,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:05,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:05,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:06,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:06,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:07,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:07,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:08,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:08,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:09,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:09,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:10,USD,7.4068,7.4811,7.3957,7.5035
04-09-20_09:10,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:11,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:11,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:12,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:12,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:13,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:13,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:14,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:14,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:15,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:15,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:16,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:16,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:17,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:17,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:18,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:18,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:19,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:19,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:20,USD,7.4078,7.4821,7.3967,7.5045
04-09-20_09:20,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:21,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:21,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:22,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:22,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:23,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:23,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:24,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:24,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:25,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:25,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:26,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:26,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:27,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:27,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:28,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:28,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:29,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:29,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:30,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:30,USD,7.4152,7.4897,7.4041,7.5122
04-09-20_09:31,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:31,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:32,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:32,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:33,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:33,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:34,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:34,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:35,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:35,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:36,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:36,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:37,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:37,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:38,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:38,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:39,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:39,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:40,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:40,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:41,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:41,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:42,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:42,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:43,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:43,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:44,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:44,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:45,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:45,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:46,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:46,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:47,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:47,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:48,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:48,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:49,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:49,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:50,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:50,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:51,USD,7.4197,7.4942,7.4086,7.5167
04-09-20_09:51,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:52,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:52,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:53,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:53,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:54,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:54,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:55,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:55,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:56,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:56,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:57,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:57,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:58,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:58,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:59,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_09:59,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_10:00,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_10:00,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_10:01,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_10:01,USD,7.4202,7.4947,7.4091,7.5172
04-09-20_10:02,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:02,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:03,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:03,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:04,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:04,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:05,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:05,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:06,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:06,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:07,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:07,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:08,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:08,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:09,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:09,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:10,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:10,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:11,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:11,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:12,USD,7.4222,7.4967,7.4111,7.5192
04-09-20_10:12,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:13,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:13,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:14,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:14,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:15,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:15,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:16,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:16,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:17,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:17,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:18,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:18,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:19,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:19,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:20,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:20,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:21,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:21,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:22,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:22,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:23,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:23,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:24,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:24,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:25,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:25,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:26,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:26,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:27,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:27,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:28,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:28,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:29,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:29,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:30,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:30,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:31,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:31,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:32,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:32,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:33,USD,7.419,7.4935,7.4079,7.516
04-09-20_10:33,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:34,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:34,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:35,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:35,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:36,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:36,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:37,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:37,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:38,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:38,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:39,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:39,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:40,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:40,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:41,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:41,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:42,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:42,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:43,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:43,USD,7.4175,7.492,7.4064,7.5145
04-09-20_10:44,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:44,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:45,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:45,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:46,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:46,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:47,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:47,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:48,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:48,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:49,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:49,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:50,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:50,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:51,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:51,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:52,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:52,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:53,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:53,USD,7.4145,7.489,7.4034,7.5115
04-09-20_10:54,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:54,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:55,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:55,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:56,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:56,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:57,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:57,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:58,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:58,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:59,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_10:59,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:00,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:00,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:01,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:01,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:02,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:02,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:03,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:03,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:04,USD,7.4043,7.4787,7.3932,7.5011
04-09-20_11:04,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:05,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:05,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:06,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:06,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:07,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:07,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:08,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:08,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:09,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:09,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:10,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:10,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:11,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:11,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:12,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:12,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:13,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:13,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:14,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:14,USD,7.4015,7.4759,7.3904,7.4983
04-09-20_11:15,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:15,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:16,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:16,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:17,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:17,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:18,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:18,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:19,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:19,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:20,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:20,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:21,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:21,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:22,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:22,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:23,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:23,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:24,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:24,USD,7.4035,7.4779,7.3924,7.5003
04-09-20_11:25,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:25,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:26,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:26,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:27,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:27,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:28,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:28,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:29,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:29,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:30,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:30,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:31,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:31,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:32,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:32,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:33,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:33,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:34,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:34,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:35,USD,7.411,7.4854,7.3999,7.5079
04-09-20_11:35,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:36,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:36,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:37,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:37,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:38,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:38,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:39,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:39,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:40,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:40,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:41,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:41,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:42,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:42,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:43,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:43,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:44,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:44,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:45,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:45,USD,7.3976,7.4719,7.3865,7.4943
04-09-20_11:46,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:46,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:47,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:47,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:48,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:48,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:49,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:49,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:50,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:50,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:51,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:51,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:52,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:52,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:53,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:53,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:54,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:54,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:55,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:55,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:56,USD,7.3991,7.4734,7.388,7.4958
04-09-20_11:56,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_11:57,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_11:57,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_11:58,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_11:58,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_11:59,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_11:59,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:00,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:00,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:01,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:01,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:02,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:02,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:03,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:03,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:04,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:04,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:05,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:05,USD,7.4045,7.4789,7.3934,7.5013
04-09-20_12:06,USD,7.4045,7.4789,7.3934,7.5013
